bg,bg_num,compliant,fg,fg_num,ratio
#EB0DB0,15404464,False,#F8F1F0,16314864,3.6
#EB0DB0,15404464,False,#570840,5703744,3.44
#EB0DB0,15404464,False,#E179E0,14776800,1.53
#EB0DB0,15404464,False,#9F8BA0,10455968,1.27
#EB0DB0,15404464,False,#712B50,7416656,2.41
#EB0DB0,15404464,False,#EAE090,15392912,2.98
#EB0DB0,15404464,False,#F68E80,16158336,1.74
#EB0DB0,15404464,False,#BCF520,12383520,3.1
#EB0DB0,15404464,False,#E39010,14913552,1.58
#EB0DB0,15404464,False,#50F6A0,5306016,2.88
#EB0DB0,15404464,False,#164210,1458704,2.86
#EB0DB0,15404464,False,#23AEB0,2338480,1.48
#EB0DB0,15404464,False,#0B45C0,738752,1.98
#EB0DB0,15404464,False,#7A4690,8013456,1.67
#EB0DB0,15404464,False,#739940,7575872,1.21
#EB0DB0,15404464,False,#D430B0,13906096,1.07
#EB0DB0,15404464,False,#5928B0,5843120,2.21
#EB0DB0,15404464,False,#DEF280,14611072,3.28
#EB0DB0,15404464,False,#29B3E0,2733024,1.65
#EB0DB0,15404464,False,#7200E0,7471328,1.86
#EB0DB0,15404464,False,#C8DFE0,13164512,2.89
#EB0DB0,15404464,False,#C41360,12850016,1.44
#EB0DB0,15404464,False,#84C230,8700464,1.86
#EB0DB0,15404464,False,#9BD310,10212112,2.24
#EB0DB0,15404464,False,#B4BAC0,11844288,2.05
#EB0DB0,15404464,False,#BCA2E0,12362464,1.79
#EB0DB0,15404464,False,#C80510,13108496,1.49
#EB0DB0,15404464,False,#8555E0,8738272,1.19
#EB0DB0,15404464,False,#FB31E0,16462304,1.26
#EB0DB0,15404464,False,#70A9C0,7383488,1.55
#EB0DB0,15404464,False,#890670,8980080,2.24
#EB0DB0,15404464,False,#E0C310,14730000,2.29
#EB0DB0,15404464,False,#C25010,12734480,1.17
#EB0DB0,15404464,False,#081370,529264,3.9
#EB0DB0,15404464,False,#2EFA40,3078720,2.84
#EB0DB0,15404464,False,#333D30,3358000,2.81
#EB0DB0,15404464,False,#263FC0,2506688,2.04
#EB0DB0,15404464,False,#4A96C0,4888256,1.22
#EB0DB0,15404464,False,#3FC140,4178240,1.7
#EB0DB0,15404464,False,#9543A0,9782176,1.45
#EB0DB0,15404464,False,#A96760,11102048,1.08
#EB0DB0,15404464,False,#E7A960,15182176,1.96
#EB0DB0,15404464,False,#2E16A0,3020448,3.0
#EB0DB0,15404464,False,#53BFC0,5488576,1.83
#EB0DB0,15404464,False,#BF5F20,12541728,1.07
#EB0DB0,15404464,False,#00A160,41312,1.2
#EB0DB0,15404464,False,#E96540,15295808,1.22
#EB0DB0,15404464,False,#3793F0,3642352,1.26
#EB0DB0,15404464,False,#E51A10,15014416,1.16
#EB0DB0,15404464,False,#FDE820,16640032,3.2
#EB0DB0,15404464,False,#9326D0,9643728,1.52
#EB0DB0,15404464,False,#9D72E0,10318560,1.13
#EB0DB0,15404464,False,#D80DD0,14159312,1.06
#EB0DB0,15404464,False,#8CF780,9238400,3.01
#EB0DB0,15404464,False,#4AC3F0,4899824,1.98
#EB0DB0,15404464,False,#9AEA80,10152576,2.77
#EB0DB0,15404464,False,#E26600,14837248,1.17
#EB0DB0,15404464,False,#B3D6C0,11785920,2.54
#EB0DB0,15404464,False,#416090,4284560,1.58
#EB0DB0,15404464,False,#9DDF60,10346336,2.52
#EB0DB0,15404464,False,#8A36D0,9058000,1.48
#EB0DB0,15404464,False,#84B580,8697216,1.7
#EB0DB0,15404464,False,#332C00,3353600,3.47
#EB0DB0,15404464,False,#60ADC0,6335936,1.57
#EB0DB0,15404464,False,#295320,2708256,2.21
#EB0DB0,15404464,False,#091150,594256,4.31
#EB0DB0,15404464,False,#1F8860,2066528,1.09
#EB0DB0,15404464,False,#F1D2F0,15848176,2.91
#EB0DB0,15404464,False,#B06230,11559472,1.12
#EB0DB0,15404464,False,#CB8170,13336944,1.32
#EB0DB0,15404464,False,#3D6250,4022864,1.7
#EB0DB0,15404464,False,#873100,8859904,2.11
#EB0DB0,15404464,False,#40D850,4249680,2.13
#EB0DB0,15404464,False,#D106E0,13698784,1.08
#EB0DB0,15404464,False,#E64A90,15092368,1.1
#EB0DB0,15404464,False,#628BB0,6458288,1.11
#EB0DB0,15404464,False,#E95B80,15293312,1.2
#EB0DB0,15404464,False,#7F4300,8340224,1.92
#EB0DB0,15404464,False,#E9F0A0,15331488,3.34
#EB0DB0,15404464,False,#E6F620,15136288,3.36
#EB0DB0,15404464,False,#4D5F30,5070640,1.74
#EB0DB0,15404464,False,#A46750,10774352,1.12
#EB0DB0,15404464,False,#302DD0,3157456,2.16
#EB0DB0,15404464,False,#371450,3609680,3.78
#EB0DB0,15404464,False,#364BC0,3558336,1.78
#EB0DB0,15404464,False,#E7F8B0,15202480,3.53
#EB0DB0,15404464,False,#669220,6722080,1.09
#EB0DB0,15404464,False,#819B70,8493936,1.31
#EB0DB0,15404464,False,#3B5470,3888240,1.94
#EB0DB0,15404464,False,#B4ED10,11857168,2.88
#EB0DB0,15404464,False,#493060,4796512,2.78
#EB0DB0,15404464,False,#7E8950,8292688,1.06
#EB0DB0,15404464,False,#1E9320,2003744,1.0
#EB0DB0,15404464,False,#1A3DA0,1719712,2.35
#EB0DB0,15404464,False,#DC62F0,14443248,1.35
#EB0DB0,15404464,False,#DBA3D0,14394320,1.94
#EB0DB0,15404464,False,#BE35C0,12465600,1.16
#EB0DB0,15404464,False,#F63410,16135184,1.03
#EB0DB0,15404464,False,#D17A00,13728256,1.24
#EB0DB0,15404464,False,#87EA10,8907280,2.64
#EB0DB0,15404464,False,#A55720,10835744,1.3
#EB0DB0,15404464,False,#51FE90,5373584,3.05
#EB0DB0,15404464,False,#AE4CD0,11422928,1.09
#EB0DB0,15404464,False,#705640,7362112,1.68
#EB0DB0,15404464,False,#1AE910,1763600,2.43
#EB0DB0,15404464,False,#0FAC60,1027168,1.35
#EB0DB0,15404464,False,#513510,5322000,2.79
#EB0DB0,15404464,False,#260BB0,2493360,2.96
#EB0DB0,15404464,False,#B4DC60,11852896,2.55
#EB0DB0,15404464,False,#DDE350,14541648,2.9
#EB0DB0,15404464,False,#F5CE80,16109184,2.68
#EB0DB0,15404464,False,#F3F8D0,15988944,3.67
#EB0DB0,15404464,False,#9B73C0,10187712,1.07
#EB0DB0,15404464,False,#AE2C70,11414640,1.53
#EB0DB0,15404464,False,#8B81B0,9142704,1.12
#EB0DB0,15404464,False,#8EA9A0,9349536,1.59
#EB0DB0,15404464,False,#B20510,11666704,1.78
#EB0DB0,15404464,False,#4443A0,4473760,2.04
#EB0DB0,15404464,False,#67A090,6791312,1.34
#EB0DB0,15404464,False,#58CB70,5819248,1.95
#EB0DB0,15404464,False,#79C910,7981328,1.95
#EB0DB0,15404464,False,#00EDC0,60864,2.65
#EB0DB0,15404464,False,#209730,2135856,1.06
#EB0DB0,15404464,False,#F798A0,16226464,1.9
#EB0DB0,15404464,False,#066D10,421136,1.62
#EB0DB0,15404464,False,#CA7130,13267248,1.13
#EB0DB0,15404464,False,#7DB480,8238208,1.66
#EB0DB0,15404464,False,#1B2F70,1781616,3.09
#B64310,11944720,False,#DE8320,14582560,1.94
#B64310,11944720,False,#D55360,13980512,1.37
#B64310,11944720,False,#315880,3233920,1.33
#B64310,11944720,False,#F409A0,15993248,1.41
#B64310,11944720,False,#57A310,5743376,1.75
#B64310,11944720,False,#1F1330,2036528,3.18
#B64310,11944720,False,#1CD190,1888656,2.78
#B64310,11944720,False,#8D5AF0,9263856,1.27
#B64310,11944720,False,#04FC70,326768,3.99
#B64310,11944720,False,#8BC760,9160544,2.74
#B64310,11944720,False,#5E40D0,6176976,1.21
#B64310,11944720,False,#A76490,10970256,1.28
#B64310,11944720,False,#D9B500,14267648,2.77
#B64310,11944720,False,#9DEC20,10349600,3.8
#B64310,11944720,False,#337DB0,3374512,1.23
#B64310,11944720,False,#D92EB0,14233264,1.3
#B64310,11944720,False,#42A940,4368704,1.83
#B64310,11944720,False,#0C4D60,806240,1.69
#B64310,11944720,False,#902C90,9448592,1.28
#B64310,11944720,False,#541980,5511552,2.07
#B64310,11944720,False,#9DFBC0,10353600,4.47
#B64310,11944720,False,#EC6600,15492608,1.7
#B64310,11944720,True,#F8F1F0,16314864,4.95
#B64310,11944720,False,#570840,5703744,2.5
#B64310,11944720,False,#E179E0,14776800,2.1
#B64310,11944720,False,#9F8BA0,10455968,1.75
#B64310,11944720,False,#712B50,7416656,1.75
#B64310,11944720,False,#EAE090,15392912,4.09
#B64310,11944720,False,#F68E80,16158336,2.39
#B64310,11944720,False,#BCF520,12383520,4.26
#B64310,11944720,False,#E39010,14913552,2.17
#B64310,11944720,False,#50F6A0,5306016,3.95
#B64310,11944720,False,#164210,1458704,2.08
#B64310,11944720,False,#23AEB0,2338480,2.04
#B64310,11944720,False,#0B45C0,738752,1.44
#B64310,11944720,False,#7A4690,8013456,1.22
#B64310,11944720,False,#739940,7575872,1.67
#B64310,11944720,False,#D430B0,13906096,1.27
#B64310,11944720,False,#5928B0,5843120,1.61
#B64310,11944720,False,#DEF280,14611072,4.5
#B64310,11944720,False,#29B3E0,2733024,2.26
#B64310,11944720,False,#7200E0,7471328,1.36
#B64310,11944720,False,#C8DFE0,13164512,3.97
#B64310,11944720,False,#C41360,12850016,1.05
#B64310,11944720,False,#84C230,8700464,2.56
#B64310,11944720,False,#9BD310,10212112,3.08
#B64310,11944720,False,#B4BAC0,11844288,2.82
#B64310,11944720,False,#BCA2E0,12362464,2.46
#B64310,11944720,False,#C80510,13108496,1.09
#B64310,11944720,False,#8555E0,8738272,1.15
#B64310,11944720,False,#FB31E0,16462304,1.74
#B64310,11944720,False,#70A9C0,7383488,2.13
#B64310,11944720,False,#890670,8980080,1.63
#B64310,11944720,False,#E0C310,14730000,3.15
#B64310,11944720,False,#C25010,12734480,1.17
#B64310,11944720,False,#081370,529264,2.84
#B64310,11944720,False,#2EFA40,3078720,3.91
#B64310,11944720,False,#333D30,3358000,2.05
#B64310,11944720,False,#263FC0,2506688,1.48
#B64310,11944720,False,#4A96C0,4888256,1.68
#B64310,11944720,False,#3FC140,4178240,2.34
#B64310,11944720,False,#9543A0,9782176,1.05
#B64310,11944720,False,#A96760,11102048,1.26
#B64310,11944720,False,#E7A960,15182176,2.69
#B64310,11944720,False,#2E16A0,3020448,2.18
#B64310,11944720,False,#53BFC0,5488576,2.52
#B64310,11944720,False,#BF5F20,12541728,1.28
#B64310,11944720,False,#00A160,41312,1.64
#B64310,11944720,False,#E96540,15295808,1.68
#B64310,11944720,False,#3793F0,3642352,1.73
#B64310,11944720,False,#E51A10,15014416,1.18
#B64310,11944720,False,#FDE820,16640032,4.4
#B64310,11944720,False,#9326D0,9643728,1.1
#B64310,11944720,False,#9D72E0,10318560,1.55
#B64310,11944720,False,#D80DD0,14159312,1.28
#B64310,11944720,False,#8CF780,9238400,4.14
#B64310,11944720,False,#4AC3F0,4899824,2.72
#B64310,11944720,False,#9AEA80,10152576,3.8
#B64310,11944720,False,#E26600,14837248,1.61
#B64310,11944720,False,#B3D6C0,11785920,3.49
#B64310,11944720,False,#416090,4284560,1.15
#B64310,11944720,False,#9DDF60,10346336,3.46
#B64310,11944720,False,#8A36D0,9058000,1.07
#B64310,11944720,False,#84B580,8697216,2.34
#B64310,11944720,False,#332C00,3353600,2.53
#B64310,11944720,False,#60ADC0,6335936,2.16
#B64310,11944720,False,#295320,2708256,1.61
#B64310,11944720,False,#091150,594256,3.14
#B64310,11944720,False,#1F8860,2066528,1.24
#B64310,11944720,False,#F1D2F0,15848176,4.0
#B64310,11944720,False,#B06230,11559472,1.22
#B64310,11944720,False,#CB8170,13336944,1.81
#B64310,11944720,False,#3D6250,4022864,1.24
#B64310,11944720,False,#873100,8859904,1.53
#B64310,11944720,False,#40D850,4249680,2.93
#B64310,11944720,False,#D106E0,13698784,1.26
#B64310,11944720,False,#E64A90,15092368,1.51
#B64310,11944720,False,#628BB0,6458288,1.53
#B64310,11944720,False,#E95B80,15293312,1.65
#B64310,11944720,False,#7F4300,8340224,1.4
#B64310,11944720,True,#E9F0A0,15331488,4.58
#B64310,11944720,True,#E6F620,15136288,4.62
#B64310,11944720,False,#4D5F30,5070640,1.26
#B64310,11944720,False,#A46750,10774352,1.21
#B64310,11944720,False,#302DD0,3157456,1.57
#B64310,11944720,False,#371450,3609680,2.75
#B64310,11944720,False,#364BC0,3558336,1.29
#B64310,11944720,True,#E7F8B0,15202480,4.85
#B64310,11944720,False,#669220,6722080,1.49
#B64310,11944720,False,#819B70,8493936,1.8
#B64310,11944720,False,#3B5470,3888240,1.41
#B64310,11944720,False,#B4ED10,11857168,3.96
#B64310,11944720,False,#493060,4796512,2.02
#B64310,11944720,False,#7E8950,8292688,1.46
#B64310,11944720,False,#1E9320,2003744,1.38
#B64310,11944720,False,#1A3DA0,1719712,1.71
#B64310,11944720,False,#DC62F0,14443248,1.85
#B64310,11944720,False,#DBA3D0,14394320,2.67
#B64310,11944720,False,#BE35C0,12465600,1.17
#B64310,11944720,False,#F63410,16135184,1.42
#B64310,11944720,False,#D17A00,13728256,1.7
#B64310,11944720,False,#87EA10,8907280,3.63
#B64310,11944720,False,#A55720,10835744,1.04
#B64310,11944720,False,#51FE90,5373584,4.19
#B64310,11944720,False,#AE4CD0,11422928,1.24
#B64310,11944720,False,#705640,7362112,1.22
#B64310,11944720,False,#1AE910,1763600,3.34
#B64310,11944720,False,#0FAC60,1027168,1.86
#B64310,11944720,False,#513510,5322000,2.03
#B64310,11944720,False,#260BB0,2493360,2.16
#B64310,11944720,False,#B4DC60,11852896,3.51
#B64310,11944720,False,#DDE350,14541648,3.99
#B64310,11944720,False,#F5CE80,16109184,3.69
#B64310,11944720,True,#F3F8D0,15988944,5.03
#B64310,11944720,False,#9B73C0,10187712,1.47
#B64310,11944720,False,#AE2C70,11414640,1.11
#B64310,11944720,False,#8B81B0,9142704,1.54
#B64310,11944720,False,#8EA9A0,9349536,2.19
#B64310,11944720,False,#B20510,11666704,1.3
#B64310,11944720,False,#4443A0,4473760,1.48
#B64310,11944720,False,#67A090,6791312,1.84
#B64310,11944720,False,#58CB70,5819248,2.68
#B64310,11944720,False,#79C910,7981328,2.67
#B64310,11944720,False,#00EDC0,60864,3.65
#B64310,11944720,False,#209730,2135856,1.45
#B64310,11944720,False,#F798A0,16226464,2.61
#B64310,11944720,False,#066D10,421136,1.18
#B64310,11944720,False,#CA7130,13267248,1.55
#B64310,11944720,False,#7DB480,8238208,2.29
#B64310,11944720,False,#1B2F70,1781616,2.25
#82B2B0,8565424,False,#DE8320,14582560,1.21
#82B2B0,8565424,False,#D55360,13980512,1.7
#82B2B0,8565424,False,#315880,3233920,3.15
#82B2B0,8565424,False,#F409A0,15993248,1.65
#82B2B0,8565424,False,#57A310,5743376,1.34
#82B2B0,8565424,True,#1F1330,2036528,7.49
#82B2B0,8565424,False,#1CD190,1888656,1.18
#82B2B0,8565424,False,#8D5AF0,9263856,1.84
#82B2B0,8565424,False,#04FC70,326768,1.69
#82B2B0,8565424,False,#8BC760,9160544,1.16
#82B2B0,8565424,False,#5E40D0,6176976,2.86
#82B2B0,8565424,False,#A76490,10970256,1.83
#82B2B0,8565424,False,#D9B500,14267648,1.18
#82B2B0,8565424,False,#9DEC20,10349600,1.61
#82B2B0,8565424,False,#337DB0,3374512,1.9
#82B2B0,8565424,False,#D92EB0,14233264,1.8
#82B2B0,8565424,False,#42A940,4368704,1.28
#82B2B0,8565424,False,#0C4D60,806240,3.98
#82B2B0,8565424,False,#902C90,9448592,3.03
#82B2B0,8565424,True,#541980,5511552,4.89
#82B2B0,8565424,False,#9DFBC0,10353600,1.89
#82B2B0,8565424,False,#EC6600,15492608,1.38
#82B2B0,8565424,False,#F8F1F0,16314864,2.1
#82B2B0,8565424,True,#570840,5703744,5.9
#82B2B0,8565424,False,#E179E0,14776800,1.11
#82B2B0,8565424,False,#9F8BA0,10455968,1.33
#82B2B0,8565424,False,#712B50,7416656,4.13
#82B2B0,8565424,False,#EAE090,15392912,1.74
#82B2B0,8565424,False,#F68E80,16158336,1.01
#82B2B0,8565424,False,#BCF520,12383520,1.81
#82B2B0,8565424,False,#E39010,14913552,1.08
#82B2B0,8565424,False,#50F6A0,5306016,1.68
#82B2B0,8565424,True,#164210,1458704,4.91
#82B2B0,8565424,False,#23AEB0,2338480,1.15
#82B2B0,8565424,False,#0B45C0,738752,3.4
#82B2B0,8565424,False,#7A4690,8013456,2.87
#82B2B0,8565424,False,#739940,7575872,1.4
#82B2B0,8565424,False,#D430B0,13906096,1.84
#82B2B0,8565424,False,#5928B0,5843120,3.79
#82B2B0,8565424,False,#DEF280,14611072,1.91
#82B2B0,8565424,False,#29B3E0,2733024,1.03
#82B2B0,8565424,False,#7200E0,7471328,3.2
#82B2B0,8565424,False,#C8DFE0,13164512,1.68
#82B2B0,8565424,False,#C41360,12850016,2.47
#82B2B0,8565424,False,#84C230,8700464,1.08
#82B2B0,8565424,False,#9BD310,10212112,1.31
#82B2B0,8565424,False,#B4BAC0,11844288,1.19
#82B2B0,8565424,False,#BCA2E0,12362464,1.04
#82B2B0,8565424,False,#C80510,13108496,2.56
#82B2B0,8565424,False,#8555E0,8738272,2.04
#82B2B0,8565424,False,#FB31E0,16462304,1.35
#82B2B0,8565424,False,#70A9C0,7383488,1.1
#82B2B0,8565424,False,#890670,8980080,3.84
#82B2B0,8565424,False,#E0C310,14730000,1.33
#82B2B0,8565424,False,#C25010,12734480,2.01
#82B2B0,8565424,True,#081370,529264,6.68
#82B2B0,8565424,False,#2EFA40,3078720,1.66
#82B2B0,8565424,True,#333D30,3358000,4.83
#82B2B0,8565424,False,#263FC0,2506688,3.5
#82B2B0,8565424,False,#4A96C0,4888256,1.39
#82B2B0,8565424,False,#3FC140,4178240,1.0
#82B2B0,8565424,False,#9543A0,9782176,2.49
#82B2B0,8565424,False,#A96760,11102048,1.86
#82B2B0,8565424,False,#E7A960,15182176,1.14
#82B2B0,8565424,True,#2E16A0,3020448,5.14
#82B2B0,8565424,False,#53BFC0,5488576,1.07
#82B2B0,8565424,False,#BF5F20,12541728,1.83
#82B2B0,8565424,False,#00A160,41312,1.42
#82B2B0,8565424,False,#E96540,15295808,1.39
#82B2B0,8565424,False,#3793F0,3642352,1.35
#82B2B0,8565424,False,#E51A10,15014416,1.99
#82B2B0,8565424,False,#FDE820,16640032,1.87
#82B2B0,8565424,False,#9326D0,9643728,2.6
#82B2B0,8565424,False,#9D72E0,10318560,1.51
#82B2B0,8565424,False,#D80DD0,14159312,1.82
#82B2B0,8565424,False,#8CF780,9238400,1.75
#82B2B0,8565424,False,#4AC3F0,4899824,1.15
#82B2B0,8565424,False,#9AEA80,10152576,1.61
#82B2B0,8565424,False,#E26600,14837248,1.45
#82B2B0,8565424,False,#B3D6C0,11785920,1.48
#82B2B0,8565424,False,#416090,4284560,2.7
#82B2B0,8565424,False,#9DDF60,10346336,1.47
#82B2B0,8565424,False,#8A36D0,9058000,2.54
#82B2B0,8565424,False,#84B580,8697216,1.0
#82B2B0,8565424,True,#332C00,3353600,5.95
#82B2B0,8565424,False,#60ADC0,6335936,1.08
#82B2B0,8565424,False,#295320,2708256,3.8
#82B2B0,8565424,True,#091150,594256,7.4
#82B2B0,8565424,False,#1F8860,2066528,1.88
#82B2B0,8565424,False,#F1D2F0,15848176,1.7
#82B2B0,8565424,False,#B06230,11559472,1.92
#82B2B0,8565424,False,#CB8170,13336944,1.29
#82B2B0,8565424,False,#3D6250,4022864,2.92
#82B2B0,8565424,False,#873100,8859904,3.62
#82B2B0,8565424,False,#40D850,4249680,1.24
#82B2B0,8565424,False,#D106E0,13698784,1.85
#82B2B0,8565424,False,#E64A90,15092368,1.55
#82B2B0,8565424,False,#628BB0,6458288,1.53
#82B2B0,8565424,False,#E95B80,15293312,1.42
#82B2B0,8565424,False,#7F4300,8340224,3.3
#82B2B0,8565424,False,#E9F0A0,15331488,1.94
#82B2B0,8565424,False,#E6F620,15136288,1.96
#82B2B0,8565424,False,#4D5F30,5070640,2.98
#82B2B0,8565424,False,#A46750,10774352,1.92
#82B2B0,8565424,False,#302DD0,3157456,3.7
#82B2B0,8565424,True,#371450,3609680,6.48
#82B2B0,8565424,False,#364BC0,3558336,3.05
#82B2B0,8565424,False,#E7F8B0,15202480,2.06
#82B2B0,8565424,False,#669220,6722080,1.56
#82B2B0,8565424,False,#819B70,8493936,1.3
#82B2B0,8565424,False,#3B5470,3888240,3.32
#82B2B0,8565424,False,#B4ED10,11857168,1.68
#82B2B0,8565424,True,#493060,4796512,4.77
#82B2B0,8565424,False,#7E8950,8292688,1.6
#82B2B0,8565424,False,#1E9320,2003744,1.7
#82B2B0,8565424,False,#1A3DA0,1719712,4.03
#82B2B0,8565424,False,#DC62F0,14443248,1.26
#82B2B0,8565424,False,#DBA3D0,14394320,1.13
#82B2B0,8565424,False,#BE35C0,12465600,2.0
#82B2B0,8565424,False,#F63410,16135184,1.65
#82B2B0,8565424,False,#D17A00,13728256,1.37
#82B2B0,8565424,False,#87EA10,8907280,1.54
#82B2B0,8565424,False,#A55720,10835744,2.24
#82B2B0,8565424,False,#51FE90,5373584,1.78
#82B2B0,8565424,False,#AE4CD0,11422928,1.88
#82B2B0,8565424,False,#705640,7362112,2.89
#82B2B0,8565424,False,#1AE910,1763600,1.42
#82B2B0,8565424,False,#0FAC60,1027168,1.26
#82B2B0,8565424,True,#513510,5322000,4.79
#82B2B0,8565424,True,#260BB0,2493360,5.09
#82B2B0,8565424,False,#B4DC60,11852896,1.49
#82B2B0,8565424,False,#DDE350,14541648,1.69
#82B2B0,8565424,False,#F5CE80,16109184,1.56
#82B2B0,8565424,False,#F3F8D0,15988944,2.14
#82B2B0,8565424,False,#9B73C0,10187712,1.59
#82B2B0,8565424,False,#AE2C70,11414640,2.63
#82B2B0,8565424,False,#8B81B0,9142704,1.52
#82B2B0,8565424,False,#8EA9A0,9349536,1.07
#82B2B0,8565424,False,#B20510,11666704,3.06
#82B2B0,8565424,False,#4443A0,4473760,3.49
#82B2B0,8565424,False,#67A090,6791312,1.27
#82B2B0,8565424,False,#58CB70,5819248,1.13
#82B2B0,8565424,False,#79C910,7981328,1.13
#82B2B0,8565424,False,#00EDC0,60864,1.55
#82B2B0,8565424,False,#209730,2135856,1.61
#82B2B0,8565424,False,#F798A0,16226464,1.11
#82B2B0,8565424,False,#066D10,421136,2.79
#82B2B0,8565424,False,#CA7130,13267248,1.51
#82B2B0,8565424,False,#7DB480,8238208,1.02
#82B2B0,8565424,True,#1B2F70,1781616,5.3
#577A80,5732992,False,#DE8320,14582560,1.63
#577A80,5732992,False,#D55360,13980512,1.16
#577A80,5732992,False,#315880,3233920,1.58
#577A80,5732992,False,#F409A0,15993248,1.19
#577A80,5732992,False,#57A310,5743376,1.47
#577A80,5732992,False,#1F1330,2036528,3.76
#577A80,5732992,False,#1CD190,1888656,2.34
#577A80,5732992,False,#8D5AF0,9263856,1.07
#577A80,5732992,False,#04FC70,326768,3.36
#577A80,5732992,False,#8BC760,9160544,2.31
#577A80,5732992,False,#5E40D0,6176976,1.44
#577A80,5732992,False,#A76490,10970256,1.08
#577A80,5732992,False,#D9B500,14267648,2.34
#577A80,5732992,False,#9DEC20,10349600,3.21
#577A80,5732992,False,#337DB0,3374512,1.04
#577A80,5732992,False,#D92EB0,14233264,1.1
#577A80,5732992,False,#42A940,4368704,1.55
#577A80,5732992,False,#0C4D60,806240,2.0
#577A80,5732992,False,#902C90,9448592,1.52
#577A80,5732992,False,#541980,5511552,2.46
#577A80,5732992,False,#9DFBC0,10353600,3.77
#577A80,5732992,False,#EC6600,15492608,1.43
#577A80,5732992,False,#F8F1F0,16314864,4.18
#577A80,5732992,False,#570840,5703744,2.97
#577A80,5732992,False,#E179E0,14776800,1.78
#577A80,5732992,False,#9F8BA0,10455968,1.48
#577A80,5732992,False,#712B50,7416656,2.08
#577A80,5732992,False,#EAE090,15392912,3.45
#577A80,5732992,False,#F68E80,16158336,2.02
#577A80,5732992,False,#BCF520,12383520,3.6
#577A80,5732992,False,#E39010,14913552,1.83
#577A80,5732992,False,#50F6A0,5306016,3.33
#577A80,5732992,False,#164210,1458704,2.47
#577A80,5732992,False,#23AEB0,2338480,1.72
#577A80,5732992,False,#0B45C0,738752,1.71
#577A80,5732992,False,#7A4690,8013456,1.44
#577A80,5732992,False,#739940,7575872,1.41
#577A80,5732992,False,#D430B0,13906096,1.07
#577A80,5732992,False,#5928B0,5843120,1.91
#577A80,5732992,False,#DEF280,14611072,3.8
#577A80,5732992,False,#29B3E0,2733024,1.91
#577A80,5732992,False,#7200E0,7471328,1.61
#577A80,5732992,False,#C8DFE0,13164512,3.35
#577A80,5732992,False,#C41360,12850016,1.24
#577A80,5732992,False,#84C230,8700464,2.16
#577A80,5732992,False,#9BD310,10212112,2.6
#577A80,5732992,False,#B4BAC0,11844288,2.38
#577A80,5732992,False,#BCA2E0,12362464,2.08
#577A80,5732992,False,#C80510,13108496,1.29
#577A80,5732992,False,#8555E0,8738272,1.02
#577A80,5732992,False,#FB31E0,16462304,1.47
#577A80,5732992,False,#70A9C0,7383488,1.8
#577A80,5732992,False,#890670,8980080,1.93
#577A80,5732992,False,#E0C310,14730000,2.66
#577A80,5732992,False,#C25010,12734480,1.01
#577A80,5732992,False,#081370,529264,3.36
#577A80,5732992,False,#2EFA40,3078720,3.3
#577A80,5732992,False,#333D30,3358000,2.43
#577A80,5732992,False,#263FC0,2506688,1.76
#577A80,5732992,False,#4A96C0,4888256,1.42
#577A80,5732992,False,#3FC140,4178240,1.98
#577A80,5732992,False,#9543A0,9782176,1.25
#577A80,5732992,False,#A96760,11102048,1.06
#577A80,5732992,False,#E7A960,15182176,2.27
#577A80,5732992,False,#2E16A0,3020448,2.58
#577A80,5732992,False,#53BFC0,5488576,2.12
#577A80,5732992,False,#BF5F20,12541728,1.08
#577A80,5732992,False,#00A160,41312,1.39
#577A80,5732992,False,#E96540,15295808,1.42
#577A80,5732992,False,#3793F0,3642352,1.46
#577A80,5732992,False,#E51A10,15014416,1.0
#577A80,5732992,False,#FDE820,16640032,3.71
#577A80,5732992,False,#9326D0,9643728,1.31
#577A80,5732992,False,#9D72E0,10318560,1.31
#577A80,5732992,False,#D80DD0,14159312,1.08
#577A80,5732992,False,#8CF780,9238400,3.49
#577A80,5732992,False,#4AC3F0,4899824,2.3
#577A80,5732992,False,#9AEA80,10152576,3.21
#577A80,5732992,False,#E26600,14837248,1.36
#577A80,5732992,False,#B3D6C0,11785920,2.95
#577A80,5732992,False,#416090,4284560,1.36
#577A80,5732992,False,#9DDF60,10346336,2.92
#577A80,5732992,False,#8A36D0,9058000,1.27
#577A80,5732992,False,#84B580,8697216,1.97
#577A80,5732992,False,#332C00,3353600,2.99
#577A80,5732992,False,#60ADC0,6335936,1.82
#577A80,5732992,False,#295320,2708256,1.91
#577A80,5732992,False,#091150,594256,3.72
#577A80,5732992,False,#1F8860,2066528,1.05
#577A80,5732992,False,#F1D2F0,15848176,3.38
#577A80,5732992,False,#B06230,11559472,1.02
#577A80,5732992,False,#CB8170,13336944,1.53
#577A80,5732992,False,#3D6250,4022864,1.47
#577A80,5732992,False,#873100,8859904,1.82
#577A80,5732992,False,#40D850,4249680,2.47
#577A80,5732992,False,#D106E0,13698784,1.06
#577A80,5732992,False,#E64A90,15092368,1.27
#577A80,5732992,False,#628BB0,6458288,1.29
#577A80,5732992,False,#E95B80,15293312,1.39
#577A80,5732992,False,#7F4300,8340224,1.66
#577A80,5732992,False,#E9F0A0,15331488,3.87
#577A80,5732992,False,#E6F620,15136288,3.9
#577A80,5732992,False,#4D5F30,5070640,1.5
#577A80,5732992,False,#A46750,10774352,1.02
